##########################################################################################
################## Effectiveness Evaluation for SoftQueryMatching-BM25 ###################
##########################################################################################

Evaluation Measures:
MAP: 0.28
MRR: 0.71
--------------------------------------------------------------------------------

QueryID: 1
P@K = 5: 0.333333
P@K = 20: 0.142857


Precision & Recall Tables

QueryID      DocId          Rank      R/N      Recall      Precision      
1         CACM-1753         81        N         0.60         0.037037
1         CACM-1525         82        N         0.60         0.036585
1         CACM-2541         83        N         0.60         0.036145
1         CACM-2372         84        N         0.60         0.035714
1         CACM-1341         85        N         0.60         0.035294
1         CACM-1699         86        N         0.60         0.034884
1         CACM-2175         87        N         0.60         0.034483
1         CACM-1735         88        N         0.60         0.034091
1         CACM-1034         89        N         0.60         0.033708
1         CACM-1170         90        N         0.60         0.033333
1         CACM-3001         91        N         0.60         0.032967
1         CACM-2452         92        N         0.60         0.032609
1         CACM-1173         93        N         0.60         0.032258
1         CACM-1989         94        N         0.60         0.031915
1         CACM-1226         95        N         0.60         0.031579
1         CACM-1113         96        N         0.60         0.031250
1         CACM-2201         97        N         0.60         0.030928
1         CACM-2622         98        N         0.60         0.030612
1         CACM-3048         99        N         0.60         0.030303
1         CACM-1542         100       N         0.60         0.030000


QueryID: 2
P@K = 5: 0.166667
P@K = 20: 0.047619


Precision & Recall Tables

QueryID      DocId          Rank      R/N      Recall      Precision      
--------------------------------------------------------------------------------
2         CACM-3078         1         R         0.33         1.000000
2         CACM-2017         2         N         0.33         0.500000
2         CACM-3028         3         N         0.33         0.333333
2         CACM-0616         4         N         0.33         0.250000
2         CACM-2277         5         N         0.33         0.200000
2         CACM-2297         6         N         0.33         0.166667
2         CACM-2741         7         N         0.33         0.142857
2         CACM-1879         8         N         0.33         0.125000
2         CACM-1753         9         N         0.33         0.111111
2         CACM-3153         10        N         0.33         0.100000
2         CACM-1884         11        N         0.33         0.090909
2         CACM-2667         12        N         0.33         0.083333
2         CACM-1810         13        N         0.33         0.076923
2         CACM-3006         14        N         0.33         0.071429
2         CACM-2365         15        N         0.33         0.066667
2         CACM-1012         16        N         0.33         0.062500
2         CACM-2914         17        N         0.33         0.058824
2         CACM-2669         18        N         0.33         0.055556
2         CACM-2380         19        N         0.33         0.052632
2         CACM-1916         20        N         0.33         0.050000
2         CACM-2016         21        N         0.33         0.047619
2         CACM-2304         22        N         0.33         0.045455
2         CACM-1623         23        N         0.33         0.043478
2         CACM-3202         24        N         0.33         0.041667
2         CACM-1752         25        N         0.33         0.040000
2         CACM-2812         26        N         0.33         0.038462
2         CACM-2688         27        N         0.33         0.037037
2         CACM-1014         28        N         0.33         0.035714
2         CACM-3152         29        N         0.33         0.034483
2         CACM-2245         30        N         0.33         0.033333
2         CACM-3067         31        N         0.33         0.032258
2         CACM-2022         32        N         0.33         0.031250
2         CACM-2526         33        N         0.33         0.030303
2         CACM-1609         34        N         0.33         0.029412
2         CACM-2668         35        N         0.33         0.028571
2         CACM-1062         36        N         0.33         0.027778
2         CACM-1754         37        N         0.33         0.027027
2         CACM-2450         38        N         0.33         0.026316
2         CACM-2421         39        N         0.33         0.025641
2         CACM-2595         40        N         0.33         0.025000
2         CACM-2095         41        N         0.33         0.024390
2         CACM-1517         42        N         0.33         0.023810
2         CACM-2085         43        N         0.33         0.023256
2         CACM-2434         44        R         0.67         0.045455
2         CACM-2137         45        N         0.67         0.044444
2         CACM-0531         46        N         0.67         0.043478
2         CACM-2485         47        N         0.67         0.042553
2         CACM-1931         48        N         0.67         0.041667
2         CACM-2233         49        N         0.67         0.040816
2         CACM-2881         50        N         0.67         0.040000
2         CACM-2923         51        N         0.67         0.039216
2         CACM-2035         52        N         0.67         0.038462
2         CACM-2522         53        N         0.67         0.037736
2         CACM-1641         54        N         0.67         0.037037
2         CACM-2863         55        R         1.00         0.054545
2         CACM-3130         56        N         1.00         0.053571
2         CACM-0492         57        N         1.00         0.052632
2         CACM-2947         58        N         1.00         0.051724
2         CACM-2719         59        N         1.00         0.050847
2         CACM-1397         60        N         1.00         0.050000
2         CACM-1930         61        N         1.00         0.049180
2         CACM-2343         62        N         1.00         0.048387
2         CACM-1867         63        N         1.00         0.047619
2         CACM-1523         64        N         1.00         0.046875
2         CACM-3047         65        N         1.00         0.046154
2         CACM-1924         66        N         1.00         0.045455
2         CACM-1677         67        N         1.00         0.044776
2         CACM-2554         68        N         1.00         0.044118
2         CACM-1650         69        N         1.00         0.043478
2         CACM-1964         70        N         1.00         0.042857
2         CACM-1590         71        N         1.00         0.042254
2         CACM-3136         72        N         1.00         0.041667
2         CACM-0048         73        N         1.00         0.041096
2         CACM-2483         74        N         1.00         0.040541
2         CACM-1307         75        N         1.00         0.040000
2         CACM-2106         76        N         1.00         0.039474
2         CACM-1825         77        N         1.00         0.038961
2         CACM-2130         78        N         1.00         0.038462
2         CACM-2556         79        N         1.00         0.037975
2         CACM-1728         80        N         1.00         0.037500
2         CACM-2299         81        N         1.00         0.037037
2         CACM-2939         82        N         1.00         0.036585
2         CACM-1385         83        N         1.00         0.036145
2         CACM-2262         84        N         1.00         0.035714
2         CACM-2916         85        N         1.00         0.035294
2         CACM-2645         86        N         1.00         0.034884
2         CACM-2887         87        N         1.00         0.034483
2         CACM-2276         88        N         1.00         0.034091
2         CACM-2858         89        N         1.00         0.033708
2         CACM-0441         90        N         1.00         0.033333
2         CACM-0278         91        N         1.00         0.032967
2         CACM-1404         92        N         1.00         0.032609
2         CACM-2650         93        N         1.00         0.032258
2         CACM-1671         94        N         1.00         0.031915
2         CACM-1143         95        N         1.00         0.031579
2         CACM-2769         96        N         1.00         0.031250
2         CACM-2498         97        N         1.00         0.030928
2         CACM-2423         98        N         1.00         0.030612
2         CACM-3129         99        N         1.00         0.030303
2         CACM-1892         100       N         1.00         0.030000


QueryID: 3
P@K = 5: 0.166667
P@K = 20: 0.095238


Precision & Recall Tables

QueryID      DocId          Rank      R/N      Recall      Precision      
--------------------------------------------------------------------------------
3         CACM-0637         1         N         0.00         0.000000
3         CACM-1807         2         R         0.17         0.500000
3         CACM-1572         3         N         0.17         0.333333
3         CACM-2423         4         N         0.17         0.250000
3         CACM-2886         5         N         0.17         0.200000
3         CACM-1194         6         N         0.17         0.166667
3         CACM-1787         7         N         0.17         0.142857
3         CACM-3103         8         N         0.17         0.125000
3         CACM-1620         9         N         0.17         0.111111
3         CACM-1533         10        N         0.17         0.100000
3         CACM-2542         11        N         0.17         0.090909
3         CACM-2534         12        N         0.17         0.083333
3         CACM-2897         13        N         0.17         0.076923
3         CACM-2111         14        N         0.17         0.071429
3         CACM-2217         15        N         0.17         0.066667
3         CACM-1135         16        N         0.17         0.062500
3         CACM-3152         17        N         0.17         0.058824
3         CACM-2061         18        N         0.17         0.055556
3         CACM-2471         19        N         0.17         0.052632
3         CACM-1947         20        R         0.33         0.100000
3         CACM-2887         21        N         0.33         0.095238
3         CACM-2064         22        N         0.33         0.090909
3         CACM-1002         23        N         0.33         0.086957
3         CACM-2684         24        N         0.33         0.083333
3         CACM-3080         25        N         0.33         0.080000
3         CACM-2175         26        N         0.33         0.076923
3         CACM-2929         27        N         0.33         0.074074
3         CACM-2096         28        N         0.33         0.071429
3         CACM-2921         29        N         0.33         0.068966
3         CACM-2138         30        N         0.33         0.066667
3         CACM-1591         31        N         0.33         0.064516
3         CACM-1012         32        N         0.33         0.062500
3         CACM-2794         33        N         0.33         0.060606
3         CACM-3028         34        N         0.33         0.058824
3         CACM-1159         35        N         0.33         0.057143
3         CACM-3048         36        N         0.33         0.055556
3         CACM-2130         37        N         0.33         0.054054
3         CACM-2092         38        N         0.33         0.052632
3         CACM-2746         39        N         0.33         0.051282
3         CACM-3093         40        N         0.33         0.050000
3         CACM-2110         41        N         0.33         0.048780
3         CACM-2877         42        N         0.33         0.047619
3         CACM-2439         43        N         0.33         0.046512
3         CACM-0254         44        N         0.33         0.045455
3         CACM-3087         45        N         0.33         0.044444
3         CACM-2210         46        N         0.33         0.043478
3         CACM-2470         47        N         0.33         0.042553
3         CACM-0205         48        N         0.33         0.041667
3         CACM-2341         49        N         0.33         0.040816
3         CACM-0464         50        N         0.33         0.040000
3         CACM-2753         51        N         0.33         0.039216
3         CACM-3110         52        N         0.33         0.038462
3         CACM-2483         53        N         0.33         0.037736
3         CACM-2598         54        N         0.33         0.037037
3         CACM-3077         55        N         0.33         0.036364
3         CACM-1003         56        N         0.33         0.035714
3         CACM-1916         57        N         0.33         0.035088
3         CACM-2411         58        N         0.33         0.034483
3         CACM-2864         59        N         0.33         0.033898
3         CACM-2904         60        N         0.33         0.033333
3         CACM-1682         61        N         0.33         0.032787
3         CACM-2449         62        N         0.33         0.032258
3         CACM-2989         63        N         0.33         0.031746
3         CACM-1206         64        N         0.33         0.031250
3         CACM-1924         65        N         0.33         0.030769
3         CACM-1543         66        N         0.33         0.030303
3         CACM-1680         67        N         0.33         0.029851
3         CACM-1007         68        N         0.33         0.029412
3         CACM-0796         69        N         0.33         0.028986
3         CACM-1650         70        N         0.33         0.028571
3         CACM-2484         71        N         0.33         0.028169
3         CACM-2112         72        N         0.33         0.027778
3         CACM-3056         73        N         0.33         0.027397
3         CACM-1728         74        N         0.33         0.027027
3         CACM-2247         75        N         0.33         0.026667
3         CACM-1565         76        N         0.33         0.026316
3         CACM-1170         77        N         0.33         0.025974
3         CACM-2344         78        N         0.33         0.025641
3         CACM-3085         79        N         0.33         0.025316
3         CACM-2227         80        N         0.33         0.025000
3         CACM-2254         81        N         0.33         0.024691
3         CACM-1236         82        N         0.33         0.024390
3         CACM-1386         83        N         0.33         0.024096
3         CACM-1723         84        N         0.33         0.023810
3         CACM-2918         85        N         0.33         0.023529
3         CACM-2667         86        N         0.33         0.023256
3         CACM-2970         87        N         0.33         0.022989
3         CACM-2421         88        N         0.33         0.022727
3         CACM-0241         89        N         0.33         0.022472
3         CACM-1456         90        N         0.33         0.022222
3         CACM-2820         91        N         0.33         0.021978
3         CACM-1664         92        N         0.33         0.021739
3         CACM-2718         93        N         0.33         0.021505
3         CACM-3045         94        N         0.33         0.021277
3         CACM-2843         95        N         0.33         0.021053
3         CACM-1457         96        N         0.33         0.020833
3         CACM-1844         97        N         0.33         0.020619
3         CACM-1951         98        N         0.33         0.020408
3         CACM-3033         99        N         0.33         0.020202
3         CACM-1976         100       N         0.33         0.020000


QueryID: 4
P@K = 5: 0.333333
P@K = 20: 0.142857


Precision & Recall Tables

QueryID      DocId          Rank      R/N      Recall      Precision      
--------------------------------------------------------------------------------
4         CACM-3128         1         R         0.08         1.000000
4         CACM-2931         2         N         0.08         0.500000
4         CACM-3043         3         R         0.17         0.666667
4         CACM-2342         4         N         0.17         0.500000
4         CACM-1135         5         N         0.17         0.400000
4         CACM-2851         6         N         0.17         0.333333
4         CACM-2922         7         N         0.17         0.285714
4         CACM-2920         8         N         0.17         0.250000
4         CACM-1681         9         N         0.17         0.222222
4         CACM-1699         10        N         0.17         0.200000
4         CACM-1747         11        N         0.17         0.181818
4         CACM-2377         12        N         0.17         0.166667
4         CACM-2371         13        R         0.25         0.230769
4         CACM-2378         14        N         0.25         0.214286
4         CACM-2314         15        N         0.25         0.200000
4         CACM-2060         16        N         0.25         0.187500
4         CACM-2519         17        N         0.25         0.176471
4         CACM-1385         18        N         0.25         0.166667
4         CACM-1308         19        N         0.25         0.157895
4         CACM-2396         20        N         0.25         0.150000
4         CACM-1854         21        N         0.25         0.142857
4         CACM-2080         22        N         0.25         0.136364
4         CACM-1829         23        N         0.25         0.130435
4         CACM-2929         24        N         0.25         0.125000
4         CACM-2376         25        N         0.25         0.120000
4         CACM-1846         26        N         0.25         0.115385
4         CACM-1748         27        N         0.25         0.111111
4         CACM-2150         28        N         0.25         0.107143
4         CACM-3120         29        N         0.25         0.103448
4         CACM-2383         30        N         0.25         0.100000
4         CACM-3039         31        N         0.25         0.096774
4         CACM-2940         32        N         0.25         0.093750
4         CACM-3015         33        N         0.25         0.090909
4         CACM-2979         34        N         0.25         0.088235
4         CACM-2939         35        N         0.25         0.085714
4         CACM-2892         36        N         0.25         0.083333
4         CACM-2379         37        N         0.25         0.081081
4         CACM-0616         38        N         0.25         0.078947
4         CACM-1844         39        N         0.25         0.076923
4         CACM-1978         40        N         0.25         0.075000
4         CACM-2753         41        N         0.25         0.073171
4         CACM-2233         42        N         0.25         0.071429
4         CACM-2948         43        N         0.25         0.069767
4         CACM-1198         44        N         0.25         0.068182
4         CACM-1928         45        N         0.25         0.066667
4         CACM-1698         46        N         0.25         0.065217
4         CACM-2307         47        N         0.25         0.063830
4         CACM-2554         48        N         0.25         0.062500
4         CACM-0048         49        N         0.25         0.061224
4         CACM-0278         50        N         0.25         0.060000
4         CACM-2740         51        N         0.25         0.058824
4         CACM-1908         52        N         0.25         0.057692
4         CACM-1470         53        N         0.25         0.056604
4         CACM-1811         54        R         0.33         0.074074
4         CACM-0441         55        N         0.33         0.072727
4         CACM-2911         56        N         0.33         0.071429
4         CACM-1143         57        N         0.33         0.070175
4         CACM-1199         58        N         0.33         0.068966
4         CACM-1145         59        N         0.33         0.067797
4         CACM-3049         60        N         0.33         0.066667
4         CACM-0243         61        N         0.33         0.065574
4         CACM-3127         62        R         0.42         0.080645
4         CACM-2522         63        N         0.42         0.079365
4         CACM-1536         64        N         0.42         0.078125
4         CACM-2946         65        N         0.42         0.076923
4         CACM-0321         66        N         0.42         0.075758
4         CACM-3141         67        N         0.42         0.074627
4         CACM-2451         68        N         0.42         0.073529
4         CACM-2198         69        N         0.42         0.072464
4         CACM-0409         70        N         0.42         0.071429
4         CACM-1705         71        N         0.42         0.070423
4         CACM-2795         72        N         0.42         0.069444
4         CACM-2692         73        N         0.42         0.068493
4         CACM-1651         74        N         0.42         0.067568
4         CACM-2619         75        N         0.42         0.066667
4         CACM-3041         76        N         0.42         0.065789
4         CACM-0796         77        N         0.42         0.064935
4         CACM-1623         78        N         0.42         0.064103
4         CACM-1769         79        N         0.42         0.063291
4         CACM-3078         80        N         0.42         0.062500
4         CACM-1525         81        N         0.42         0.061728
4         CACM-2438         82        N         0.42         0.060976
4         CACM-1753         83        N         0.42         0.060241
4         CACM-1381         84        N         0.42         0.059524
4         CACM-0644         85        N         0.42         0.058824
4         CACM-2895         86        N         0.42         0.058140
4         CACM-2035         87        N         0.42         0.057471
4         CACM-2865         88        N         0.42         0.056818
4         CACM-1931         89        N         0.42         0.056180
4         CACM-2598         90        N         0.42         0.055556
4         CACM-0435         91        N         0.42         0.054945
4         CACM-2767         92        N         0.42         0.054348
4         CACM-3087         93        N         0.42         0.053763
4         CACM-2794         94        N         0.42         0.053191
4         CACM-1706         95        N         0.42         0.052632
4         CACM-2546         96        N         0.42         0.052083
4         CACM-3073         97        R         0.50         0.061856
4         CACM-1805         98        N         0.50         0.061224
4         CACM-2684         99        N         0.50         0.060606
4         CACM-2470         100       N         0.50         0.060000


QueryID: 5
P@K = 5: 0.166667
P@K = 20: 0.095238


Precision & Recall Tables

QueryID      DocId          Rank      R/N      Recall      Precision      
--------------------------------------------------------------------------------
5         CACM-1829         1         N         0.00         0.000000
5         CACM-2035         2         R         0.12         0.500000
5         CACM-2003         3         N         0.12         0.333333
5         CACM-1671         4         N         0.12         0.250000
5         CACM-1699         5         N         0.12         0.200000
5         CACM-2106         6         N         0.12         0.166667
5         CACM-1698         7         N         0.12         0.142857
5         CACM-1978         8         N         0.12         0.125000
5         CACM-2622         9         N         0.12         0.111111
5         CACM-2820         10        R         0.25         0.200000
5         CACM-3087         11        N         0.25         0.181818
5         CACM-2483         12        N         0.25         0.166667
5         CACM-2873         13        N         0.25         0.153846
5         CACM-2812         14        N         0.25         0.142857
5         CACM-1589         15        N         0.25         0.133333
5         CACM-1827         16        N         0.25         0.125000
5         CACM-2167         17        N         0.25         0.117647
5         CACM-1844         18        N         0.25         0.111111
5         CACM-1605         19        N         0.25         0.105263
5         CACM-1194         20        N         0.25         0.100000
5         CACM-2931         21        N         0.25         0.095238
5         CACM-1188         22        N         0.25         0.090909
5         CACM-2841         23        N         0.25         0.086957
5         CACM-2786         24        N         0.25         0.083333
5         CACM-1937         25        N         0.25         0.080000
5         CACM-2887         26        N         0.25         0.076923
5         CACM-2188         27        N         0.25         0.074074
5         CACM-1930         28        N         0.25         0.071429
5         CACM-2181         29        N         0.25         0.068966
5         CACM-2396         30        N         0.25         0.066667
5         CACM-1170         31        N         0.25         0.064516
5         CACM-1695         32        N         0.25         0.062500
5         CACM-1939         33        N         0.25         0.060606
5         CACM-1810         34        N         0.25         0.058824
5         CACM-2645         35        N         0.25         0.057143
5         CACM-1602         36        N         0.25         0.055556
5         CACM-1409         37        N         0.25         0.054054
5         CACM-2198         38        N         0.25         0.052632
5         CACM-2985         39        N         0.25         0.051282
5         CACM-1572         40        N         0.25         0.050000
5         CACM-1159         41        N         0.25         0.048780
5         CACM-2629         42        N         0.25         0.047619
5         CACM-1464         43        N         0.25         0.046512
5         CACM-0695         44        N         0.25         0.045455
5         CACM-1410         45        N         0.25         0.044444
5         CACM-1681         46        N         0.25         0.043478
5         CACM-1738         47        N         0.25         0.042553
5         CACM-1680         48        N         0.25         0.041667
5         CACM-1750         49        N         0.25         0.040816
5         CACM-2716         50        N         0.25         0.040000
5         CACM-1747         51        N         0.25         0.039216
5         CACM-3101         52        N         0.25         0.038462
5         CACM-1543         53        N         0.25         0.037736
5         CACM-2145         54        N         0.25         0.037037
5         CACM-2911         55        N         0.25         0.036364
5         CACM-2439         56        N         0.25         0.035714
5         CACM-1764         57        N         0.25         0.035088
5         CACM-1608         58        N         0.25         0.034483
5         CACM-2753         59        N         0.25         0.033898
5         CACM-0972         60        N         0.25         0.033333
5         CACM-3025         61        N         0.25         0.032787
5         CACM-1307         62        R         0.38         0.048387
5         CACM-1143         63        N         0.38         0.047619
5         CACM-2619         64        N         0.38         0.046875
5         CACM-2054         65        N         0.38         0.046154
5         CACM-1769         66        N         0.38         0.045455
5         CACM-3092         67        N         0.38         0.044776
5         CACM-1206         68        N         0.38         0.044118
5         CACM-1238         69        N         0.38         0.043478
5         CACM-1703         70        N         0.38         0.042857
5         CACM-2127         71        N         0.38         0.042254
5         CACM-3064         72        N         0.38         0.041667
5         CACM-2542         73        N         0.38         0.041096
5         CACM-1010         74        N         0.38         0.040541
5         CACM-2046         75        N         0.38         0.040000
5         CACM-1664         76        N         0.38         0.039474
5         CACM-2771         77        N         0.38         0.038961
5         CACM-2216         78        N         0.38         0.038462
5         CACM-2357         79        N         0.38         0.037975
5         CACM-2342         80        N         0.38         0.037500
5         CACM-1487         81        N         0.38         0.037037
5         CACM-2299         82        R         0.50         0.048780
5         CACM-1350         83        N         0.50         0.048193
5         CACM-2705         84        N         0.50         0.047619
5         CACM-2138         85        N         0.50         0.047059
5         CACM-2947         86        N         0.50         0.046512
5         CACM-2892         87        N         0.50         0.045977
5         CACM-1225         88        N         0.50         0.045455
5         CACM-2247         89        N         0.50         0.044944
5         CACM-2710         90        N         0.50         0.044444
5         CACM-1960         91        N         0.50         0.043956
5         CACM-3147         92        N         0.50         0.043478
5         CACM-2433         93        N         0.50         0.043011
5         CACM-2990         94        N         0.50         0.042553
5         CACM-2572         95        N         0.50         0.042105
5         CACM-1324         96        N         0.50         0.041667
5         CACM-2390         97        N         0.50         0.041237
5         CACM-1392         98        N         0.50         0.040816
5         CACM-1135         99        N         0.50         0.040404
5         CACM-3041         100       N         0.50         0.040000


QueryID: 6
P@K = 5: 0.166667
P@K = 20: 0.095238


Precision & Recall Tables

QueryID      DocId          Rank      R/N      Recall      Precision      
--------------------------------------------------------------------------------
6         CACM-0670         1         N         0.00         0.000000
6         CACM-2828         2         R         0.33         0.500000
6         CACM-0695         3         N         0.33         0.333333
6         CACM-2230         4         N         0.33         0.250000
6         CACM-2176         5         N         0.33         0.200000
6         CACM-2622         6         N         0.33         0.166667
6         CACM-1543         7         R         0.67         0.285714
6         CACM-2046         8         N         0.67         0.250000
6         CACM-2264         9         N         0.67         0.222222
6         CACM-2931         10        N         0.67         0.200000
6         CACM-3077         11        N         0.67         0.181818
6         CACM-2753         12        N         0.67         0.166667
6         CACM-3035         13        N         0.67         0.153846
6         CACM-1727         14        N         0.67         0.142857
6         CACM-2721         15        N         0.67         0.133333
6         CACM-0321         16        N         0.67         0.125000
6         CACM-3135         17        N         0.67         0.117647
6         CACM-2233         18        N         0.67         0.111111
6         CACM-1425         19        N         0.67         0.105263
6         CACM-1928         20        N         0.67         0.100000
6         CACM-1381         21        N         0.67         0.095238
6         CACM-0531         22        N         0.67         0.090909
6         CACM-2810         23        N         0.67         0.086957
6         CACM-2667         24        N         0.67         0.083333
6         CACM-2061         25        N         0.67         0.080000
6         CACM-2692         26        N         0.67         0.076923
6         CACM-3076         27        N         0.67         0.074074
6         CACM-1366         28        N         0.67         0.071429
6         CACM-1856         29        N         0.67         0.068966
6         CACM-2526         30        N         0.67         0.066667
6         CACM-2263         31        N         0.67         0.064516
6         CACM-2978         32        N         0.67         0.062500
6         CACM-2905         33        N         0.67         0.060606
6         CACM-3080         34        N         0.67         0.058824
6         CACM-2060         35        N         0.67         0.057143
6         CACM-3014         36        N         0.67         0.055556
6         CACM-2389         37        N         0.67         0.054054
6         CACM-1099         38        N         0.67         0.052632
6         CACM-0040         39        N         0.67         0.051282
6         CACM-3125         40        N         0.67         0.050000
6         CACM-2314         41        N         0.67         0.048780
6         CACM-2851         42        N         0.67         0.047619
6         CACM-1517         43        N         0.67         0.046512
6         CACM-3002         44        N         0.67         0.045455
6         CACM-2470         45        N         0.67         0.044444
6         CACM-2215         46        N         0.67         0.043478
6         CACM-2887         47        N         0.67         0.042553
6         CACM-2078         48        R         1.00         0.062500
6         CACM-2572         49        N         1.00         0.061224
6         CACM-1046         50        N         1.00         0.060000
6         CACM-2922         51        N         1.00         0.058824
6         CACM-2187         52        N         1.00         0.057692
6         CACM-3033         53        N         1.00         0.056604
6         CACM-0417         54        N         1.00         0.055556
6         CACM-1847         55        N         1.00         0.054545
6         CACM-0320         56        N         1.00         0.053571
6         CACM-2383         57        N         1.00         0.052632
6         CACM-1877         58        N         1.00         0.051724
6         CACM-3094         59        N         1.00         0.050847
6         CACM-2342         60        N         1.00         0.050000
6         CACM-2307         61        N         1.00         0.049180
6         CACM-1572         62        N         1.00         0.048387
6         CACM-3138         63        N         1.00         0.047619
6         CACM-1978         64        N         1.00         0.046875
6         CACM-1846         65        N         1.00         0.046154
6         CACM-1726         66        N         1.00         0.045455
6         CACM-1827         67        N         1.00         0.044776
6         CACM-2873         68        N         1.00         0.044118
6         CACM-1664         69        N         1.00         0.043478
6         CACM-1234         70        N         1.00         0.042857
6         CACM-2092         71        N         1.00         0.042254
6         CACM-2598         72        N         1.00         0.041667
6         CACM-3128         73        N         1.00         0.041096
6         CACM-1032         74        N         1.00         0.040541
6         CACM-0675         75        N         1.00         0.040000
6         CACM-2916         76        N         1.00         0.039474
6         CACM-2886         77        N         1.00         0.038961
6         CACM-2216         78        N         1.00         0.038462
6         CACM-1491         79        N         1.00         0.037975
6         CACM-1423         80        N         1.00         0.037500
6         CACM-1961         81        N         1.00         0.037037
6         CACM-1614         82        N         1.00         0.036585
6         CACM-2993         83        N         1.00         0.036145
6         CACM-2297         84        N         1.00         0.035714
6         CACM-1588         85        N         1.00         0.035294
6         CACM-2627         86        N         1.00         0.034884
6         CACM-1946         87        N         1.00         0.034483
6         CACM-2726         88        N         1.00         0.034091
6         CACM-1769         89        N         1.00         0.033708
6         CACM-2081         90        N         1.00         0.033333
6         CACM-1348         91        N         1.00         0.032967
6         CACM-3018         92        N         1.00         0.032609
6         CACM-1930         93        N         1.00         0.032258
6         CACM-2918         94        N         1.00         0.031915
6         CACM-2202         95        N         1.00         0.031579
6         CACM-1341         96        N         1.00         0.031250
6         CACM-1959         97        N         1.00         0.030928
6         CACM-1385         98        N         1.00         0.030612
6         CACM-2003         99        N         1.00         0.030303
6         CACM-2871         100       N         1.00         0.030000


