##########################################################################################
####################### Effectiveness Evaluation for Stopped-BM25 ########################
##########################################################################################

Evaluation Measures:
MAP: 0.38
MRR: 0.83
--------------------------------------------------------------------------------

QueryID: 1
P@K = 5: 0.333333
P@K = 20: 0.142857


Precision & Recall Tables

QueryID      DocId          Rank      R/N      Recall      Precision      
2         CACM-1183         77        N         1.00         0.038961
2         CACM-1168         78        N         1.00         0.038462
2         CACM-1161         79        N         1.00         0.037975
2         CACM-1145         80        N         1.00         0.037500
2         CACM-1117         81        N         1.00         0.037037
2         CACM-0971         82        N         1.00         0.036585
2         CACM-0942         83        N         1.00         0.036145
2         CACM-0847         84        N         1.00         0.035714
2         CACM-0728         85        N         1.00         0.035294
2         CACM-0597         86        N         1.00         0.034884
2         CACM-0321         87        N         1.00         0.034483
2         CACM-0282         88        N         1.00         0.034091


QueryID: 3
P@K = 5: 0.166667
P@K = 20: 0.095238


Precision & Recall Tables

QueryID      DocId          Rank      R/N      Recall      Precision      
--------------------------------------------------------------------------------
3         CACM-3115         1         N         0.00         0.000000
3         CACM-1134         2         R         0.17         0.500000
3         CACM-2061         3         N         0.17         0.333333
3         CACM-2886         4         N         0.17         0.250000
3         CACM-2921         5         N         0.17         0.200000
3         CACM-2534         6         N         0.17         0.166667
3         CACM-1350         7         N         0.17         0.142857
3         CACM-1223         8         N         0.17         0.125000
3         CACM-2897         9         N         0.17         0.111111
3         CACM-2423         10        N         0.17         0.100000
3         CACM-2111         11        N         0.17         0.090909
3         CACM-2064         12        N         0.17         0.083333
3         CACM-1807         13        R         0.33         0.153846
3         CACM-0637         14        N         0.33         0.142857
3         CACM-0799         15        N         0.33         0.133333
3         CACM-3130         16        N         0.33         0.125000
3         CACM-2871         17        N         0.33         0.117647
3         CACM-1783         18        N         0.33         0.111111
3         CACM-1658         19        N         0.33         0.105263
3         CACM-1402         20        N         0.33         0.100000
3         CACM-1392         21        N         0.33         0.095238
3         CACM-1387         22        N         0.33         0.090909
3         CACM-1154         23        N         0.33         0.086957
3         CACM-1062         24        N         0.33         0.083333
3         CACM-1029         25        N         0.33         0.080000
3         CACM-0252         26        N         0.33         0.076923
3         CACM-1135         27        N         0.33         0.074074
3         CACM-2684         28        N         0.33         0.071429
3         CACM-2112         29        N         0.33         0.068966
3         CACM-3093         30        N         0.33         0.066667
3         CACM-2929         31        N         0.33         0.064516
3         CACM-2579         32        N         0.33         0.062500
3         CACM-2411         33        N         0.33         0.060606
3         CACM-2138         34        N         0.33         0.058824
3         CACM-0205         35        N         0.33         0.057143
3         CACM-2939         36        N         0.33         0.055556
3         CACM-1788         37        N         0.33         0.054054
3         CACM-3110         38        N         0.33         0.052632
3         CACM-3103         39        N         0.33         0.051282
3         CACM-3080         40        N         0.33         0.050000
3         CACM-3045         41        N         0.33         0.048780
3         CACM-3028         42        N         0.33         0.047619
3         CACM-2904         43        N         0.33         0.046512
3         CACM-2887         44        N         0.33         0.045455
3         CACM-2877         45        N         0.33         0.044444
3         CACM-2843         46        N         0.33         0.043478
3         CACM-2820         47        N         0.33         0.042553
3         CACM-2708         48        N         0.33         0.041667
3         CACM-2685         49        N         0.33         0.040816
3         CACM-2659         50        N         0.33         0.040000
3         CACM-2658         51        N         0.33         0.039216
3         CACM-2551         52        N         0.33         0.038462
3         CACM-2542         53        N         0.33         0.037736
3         CACM-2495         54        N         0.33         0.037037
3         CACM-2449         55        N         0.33         0.036364
3         CACM-2439         56        N         0.33         0.035714
3         CACM-2175         57        N         0.33         0.035088
3         CACM-2130         58        N         0.33         0.034483
3         CACM-2110         59        N         0.33         0.033898
3         CACM-1947         60        R         0.50         0.050000
3         CACM-1787         61        N         0.50         0.049180
3         CACM-1785         62        N         0.50         0.048387
3         CACM-1683         63        N         0.50         0.047619
3         CACM-1682         64        N         0.50         0.046875
3         CACM-1680         65        N         0.50         0.046154
3         CACM-1591         66        N         0.50         0.045455
3         CACM-1572         67        N         0.50         0.044776
3         CACM-1565         68        N         0.50         0.044118
3         CACM-1533         69        N         0.50         0.043478
3         CACM-1194         70        N         0.50         0.042857
3         CACM-1159         71        N         0.50         0.042254
3         CACM-1012         72        N         0.50         0.041667
3         CACM-1007         73        N         0.50         0.041096
3         CACM-0695         74        N         0.50         0.040541
3         CACM-0254         75        N         0.50         0.040000
3         CACM-0100         76        N         0.50         0.039474
3         CACM-3099         77        N         0.50         0.038961
3         CACM-2572         78        N         0.50         0.038462
3         CACM-1723         79        N         0.50         0.037975
3         CACM-1496         80        N         0.50         0.037500
3         CACM-3030         81        N         0.50         0.037037
3         CACM-3177         82        N         0.50         0.036585
3         CACM-3151         83        N         0.50         0.036145
3         CACM-3124         84        N         0.50         0.035714
3         CACM-3120         85        N         0.50         0.035294
3         CACM-3000         86        N         0.50         0.034884
3         CACM-2925         87        N         0.50         0.034483
3         CACM-2867         88        N         0.50         0.034091
3         CACM-2787         89        N         0.50         0.033708
3         CACM-2746         90        N         0.50         0.033333
3         CACM-2682         91        N         0.50         0.032967
3         CACM-2666         92        N         0.50         0.032609
3         CACM-2587         93        N         0.50         0.032258
3         CACM-2541         94        N         0.50         0.031915
3         CACM-2523         95        N         0.50         0.031579
3         CACM-2484         96        N         0.50         0.031250
3         CACM-2424         97        N         0.50         0.030928
3         CACM-2339         98        N         0.50         0.030612
3         CACM-2324         99        N         0.50         0.030303
3         CACM-2310         100       N         0.50         0.030000


QueryID: 4
P@K = 5: 0.333333
P@K = 20: 0.238095


Precision & Recall Tables

QueryID      DocId          Rank      R/N      Recall      Precision      
--------------------------------------------------------------------------------
4         CACM-3128         1         R         0.08         1.000000
4         CACM-3043         2         R         0.17         1.000000
4         CACM-2342         3         N         0.17         0.666667
4         CACM-1135         4         N         0.17         0.500000
4         CACM-2931         5         N         0.17         0.400000
4         CACM-2519         6         N         0.17         0.333333
4         CACM-3073         7         R         0.25         0.428571
4         CACM-2851         8         N         0.25         0.375000
4         CACM-2376         9         N         0.25         0.333333
4         CACM-2895         10        N         0.25         0.300000
4         CACM-3141         11        N         0.25         0.272727
4         CACM-1747         12        N         0.25         0.250000
4         CACM-2816         13        N         0.25         0.230769
4         CACM-2060         14        N         0.25         0.214286
4         CACM-2939         15        N         0.25         0.200000
4         CACM-2371         16        R         0.33         0.250000
4         CACM-2949         17        N         0.33         0.235294
4         CACM-1846         18        N         0.33         0.222222
4         CACM-3127         19        R         0.42         0.263158
4         CACM-3049         20        N         0.42         0.250000
4         CACM-2377         21        N         0.42         0.238095
4         CACM-3120         22        N         0.42         0.227273
4         CACM-3103         23        N         0.42         0.217391
4         CACM-3148         24        N         0.42         0.208333
4         CACM-2922         25        N         0.42         0.200000
4         CACM-1145         26        N         0.42         0.192308
4         CACM-3105         27        N         0.42         0.185185
4         CACM-3137         28        N         0.42         0.178571
4         CACM-3082         29        R         0.50         0.206897
4         CACM-2396         30        N         0.50         0.200000
4         CACM-2920         31        N         0.50         0.193548
4         CACM-2740         32        N         0.50         0.187500
4         CACM-3078         33        N         0.50         0.181818
4         CACM-2150         34        N         0.50         0.176471
4         CACM-1854         35        N         0.50         0.171429
4         CACM-2900         36        N         0.50         0.166667
4         CACM-2969         37        N         0.50         0.162162
4         CACM-2378         38        N         0.50         0.157895
4         CACM-1749         39        R         0.58         0.179487
4         CACM-1748         40        N         0.58         0.175000
4         CACM-1518         41        N         0.58         0.170732
4         CACM-1484         42        N         0.58         0.166667
4         CACM-2701         43        N         0.58         0.162791
4         CACM-1485         44        N         0.58         0.159091
4         CACM-1470         45        N         0.58         0.155556
4         CACM-1681         46        N         0.58         0.152174
4         CACM-2578         47        N         0.58         0.148936
4         CACM-2276         48        N         0.58         0.145833
4         CACM-2865         49        N         0.58         0.142857
4         CACM-2848         50        N         0.58         0.140000
4         CACM-2979         51        N         0.58         0.137255
4         CACM-3134         52        N         0.58         0.134615
4         CACM-2383         53        N         0.58         0.132075
4         CACM-3039         54        N         0.58         0.129630
4         CACM-2228         55        N         0.58         0.127273
4         CACM-1753         56        N         0.58         0.125000
4         CACM-2522         57        N         0.58         0.122807
4         CACM-2436         58        N         0.58         0.120690
4         CACM-3031         59        N         0.58         0.118644
4         CACM-2958         60        N         0.58         0.116667
4         CACM-2940         61        N         0.58         0.114754
4         CACM-1323         62        N         0.58         0.112903
4         CACM-1199         63        N         0.58         0.111111
4         CACM-1198         64        N         0.58         0.109375
4         CACM-3064         65        N         0.58         0.107692
4         CACM-2840         66        N         0.58         0.106061
4         CACM-2742         67        N         0.58         0.104478
4         CACM-1623         68        N         0.58         0.102941
4         CACM-2905         69        N         0.58         0.101449
4         CACM-0854         70        N         0.58         0.100000
4         CACM-2890         71        N         0.58         0.098592
4         CACM-1829         72        N         0.58         0.097222
4         CACM-2722         73        N         0.58         0.095890
4         CACM-1307         74        N         0.58         0.094595
4         CACM-1206         75        N         0.58         0.093333
4         CACM-0040         76        N         0.58         0.092105
4         CACM-3175         77        N         0.58         0.090909
4         CACM-2946         78        N         0.58         0.089744
4         CACM-2546         79        N         0.58         0.088608
4         CACM-1153         80        N         0.58         0.087500
4         CACM-2152         81        N         0.58         0.086420
4         CACM-3171         82        N         0.58         0.085366
4         CACM-1458         83        N         0.58         0.084337
4         CACM-1928         84        N         0.58         0.083333
4         CACM-1706         85        N         0.58         0.082353
4         CACM-0020         86        N         0.58         0.081395
4         CACM-2929         87        N         0.58         0.080460
4         CACM-2356         88        N         0.58         0.079545
4         CACM-2142         89        N         0.58         0.078652
4         CACM-3101         90        N         0.58         0.077778
4         CACM-2950         91        N         0.58         0.076923
4         CACM-1678         92        N         0.58         0.076087
4         CACM-1014         93        N         0.58         0.075269
4         CACM-3184         94        N         0.58         0.074468
4         CACM-1527         95        N         0.58         0.073684
4         CACM-2314         96        N         0.58         0.072917
4         CACM-2406         97        N         0.58         0.072165
4         CACM-1855         98        N         0.58         0.071429
4         CACM-2307         99        N         0.58         0.070707
4         CACM-2080         100       N         0.58         0.070000


QueryID: 5
P@K = 5: 0.333333
P@K = 20: 0.142857


Precision & Recall Tables

QueryID      DocId          Rank      R/N      Recall      Precision      
--------------------------------------------------------------------------------
5         CACM-2035         1         R         0.12         1.000000
5         CACM-2299         2         R         0.25         1.000000
5         CACM-1829         3         N         0.25         0.666667
5         CACM-2629         4         N         0.25         0.500000
5         CACM-1671         5         N         0.25         0.400000
5         CACM-2873         6         N         0.25         0.333333
5         CACM-2947         7         N         0.25         0.285714
5         CACM-1699         8         N         0.25         0.250000
5         CACM-0892         9         N         0.25         0.222222
5         CACM-1923         10        N         0.25         0.200000
5         CACM-2106         11        N         0.25         0.181818
5         CACM-1937         12        N         0.25         0.166667
5         CACM-2820         13        R         0.38         0.230769
5         CACM-1978         14        N         0.38         0.214286
5         CACM-2357         15        N         0.38         0.200000
5         CACM-2321         16        N         0.38         0.187500
5         CACM-1409         17        N         0.38         0.176471
5         CACM-2483         18        N         0.38         0.166667
5         CACM-2003         19        N         0.38         0.157895
5         CACM-1682         20        N         0.38         0.150000
5         CACM-2252         21        N         0.38         0.142857
5         CACM-2527         22        N         0.38         0.136364
5         CACM-1960         23        N         0.38         0.130435
5         CACM-2314         24        N         0.38         0.125000
5         CACM-2812         25        N         0.38         0.120000
5         CACM-2036         26        N         0.38         0.115385
5         CACM-1502         27        R         0.50         0.148148
5         CACM-2622         28        N         0.50         0.142857
5         CACM-3147         29        N         0.50         0.137931
5         CACM-2439         30        N         0.50         0.133333
5         CACM-1853         31        N         0.50         0.129032
5         CACM-2399         32        R         0.62         0.156250
5         CACM-2151         33        N         0.62         0.151515
5         CACM-2786         34        N         0.62         0.147059
5         CACM-1307         35        R         0.75         0.171429
5         CACM-1519         36        N         0.75         0.166667
5         CACM-1281         37        N         0.75         0.162162
5         CACM-2501         38        R         0.88         0.184211
5         CACM-2716         39        N         0.88         0.179487
5         CACM-3117         40        N         0.88         0.175000
5         CACM-3144         41        N         0.88         0.170732
5         CACM-3012         42        N         0.88         0.166667
5         CACM-1698         43        N         0.88         0.162791
5         CACM-2980         44        N         0.88         0.159091
5         CACM-1272         45        N         0.88         0.155556
5         CACM-0972         46        N         0.88         0.152174
5         CACM-1681         47        N         0.88         0.148936
5         CACM-1652         48        N         0.88         0.145833
5         CACM-2950         49        N         0.88         0.142857
5         CACM-2542         50        N         0.88         0.140000
5         CACM-1747         51        N         0.88         0.137255
5         CACM-1962         52        N         0.88         0.134615
5         CACM-2887         53        N         0.88         0.132075
5         CACM-2645         54        N         0.88         0.129630
5         CACM-1188         55        N         0.88         0.127273
5         CACM-2959         56        N         0.88         0.125000
5         CACM-1827         57        N         0.88         0.122807
5         CACM-3087         58        N         0.88         0.120690
5         CACM-1392         59        N         0.88         0.118644
5         CACM-1523         60        N         0.88         0.116667
5         CACM-3025         61        N         0.88         0.114754
5         CACM-1623         62        N         0.88         0.112903
5         CACM-1408         63        N         0.88         0.111111
5         CACM-2247         64        N         0.88         0.109375
5         CACM-1454         65        N         0.88         0.107692
5         CACM-3031         66        N         0.88         0.106061
5         CACM-1487         67        N         0.88         0.104478
5         CACM-3040         68        N         0.88         0.102941
5         CACM-1742         69        N         0.88         0.101449
5         CACM-2522         70        N         0.88         0.100000
5         CACM-2155         71        N         0.88         0.098592
5         CACM-2105         72        N         0.88         0.097222
5         CACM-0251         73        N         0.88         0.095890
5         CACM-1926         74        N         0.88         0.094595
5         CACM-1603         75        N         0.88         0.093333
5         CACM-2739         76        N         0.88         0.092105
5         CACM-1238         77        N         0.88         0.090909
5         CACM-2990         78        N         0.88         0.089744
5         CACM-2514         79        N         0.88         0.088608
5         CACM-2167         80        N         0.88         0.087500
5         CACM-3103         81        N         0.88         0.086420
5         CACM-3101         82        N         0.88         0.085366
5         CACM-2192         83        N         0.88         0.084337
5         CACM-1988         84        N         0.88         0.083333
5         CACM-2957         85        N         0.88         0.082353
5         CACM-2534         86        N         0.88         0.081395
5         CACM-2145         87        N         0.88         0.080460
5         CACM-2841         88        N         0.88         0.079545
5         CACM-0679         89        N         0.88         0.078652
5         CACM-2398         90        N         0.88         0.077778
5         CACM-1033         91        N         0.88         0.076923
5         CACM-1010         92        N         0.88         0.076087
5         CACM-1612         93        N         0.88         0.075269
5         CACM-1270         94        N         0.88         0.074468
5         CACM-1947         95        N         0.88         0.073684
5         CACM-1708         96        N         0.88         0.072917
5         CACM-1764         97        N         0.88         0.072165
5         CACM-3035         98        N         0.88         0.071429
5         CACM-1908         99        N         0.88         0.070707
5         CACM-1664         100       N         0.88         0.070000


QueryID: 6
P@K = 5: 0.166667
P@K = 20: 0.142857


Precision & Recall Tables

QueryID      DocId          Rank      R/N      Recall      Precision      
--------------------------------------------------------------------------------
6         CACM-2826         1         N         0.00         0.000000
6         CACM-2721         2         N         0.00         0.000000
6         CACM-2230         3         N         0.00         0.000000
6         CACM-2828         4         R         0.33         0.250000
6         CACM-0695         5         N         0.33         0.200000
6         CACM-2753         6         N         0.33         0.166667
6         CACM-1543         7         R         0.67         0.285714
6         CACM-3035         8         N         0.67         0.250000
6         CACM-2389         9         N         0.67         0.222222
6         CACM-2078         10        R         1.00         0.300000
6         CACM-2931         11        N         1.00         0.272727
6         CACM-2176         12        N         1.00         0.250000
6         CACM-2485         13        N         1.00         0.230769
6         CACM-2187         14        N         1.00         0.214286
6         CACM-2873         15        N         1.00         0.200000
6         CACM-1385         16        N         1.00         0.187500
6         CACM-0417         17        N         1.00         0.176471
6         CACM-0242         18        N         1.00         0.166667
6         CACM-3172         19        N         1.00         0.157895
6         CACM-3117         20        N         1.00         0.150000
6         CACM-2922         21        N         1.00         0.142857
6         CACM-2740         22        N         1.00         0.136364
6         CACM-2181         23        N         1.00         0.130435
6         CACM-1621         24        N         1.00         0.125000
6         CACM-1099         25        N         1.00         0.120000
6         CACM-1088         26        N         1.00         0.115385
6         CACM-0697         27        N         1.00         0.111111
6         CACM-0530         28        N         1.00         0.107143
6         CACM-1664         29        N         1.00         0.103448
6         CACM-1234         30        N         1.00         0.100000
6         CACM-0605         31        N         1.00         0.096774
6         CACM-1046         32        N         1.00         0.093750
6         CACM-0397         33        N         1.00         0.090909
6         CACM-1113         34        N         1.00         0.088235
6         CACM-1867         35        N         1.00         0.085714
6         CACM-1623         36        N         1.00         0.083333
6         CACM-1397         37        N         1.00         0.081081
6         CACM-1014         38        N         1.00         0.078947
6         CACM-0616         39        N         1.00         0.076923
6         CACM-0531         40        N         1.00         0.075000
6         CACM-0492         41        N         1.00         0.073171
6         CACM-0435         42        N         1.00         0.071429
6         CACM-2707         43        N         1.00         0.069767
6         CACM-3135         44        N         1.00         0.068182
6         CACM-2667         45        N         1.00         0.066667
6         CACM-2547         46        N         1.00         0.065217
6         CACM-1148         47        N         1.00         0.063830
6         CACM-3040         48        N         1.00         0.062500
6         CACM-2671         49        N         1.00         0.061224
6         CACM-1186         50        N         1.00         0.060000
6         CACM-1009         51        N         1.00         0.058824
6         CACM-3086         52        N         1.00         0.057692
6         CACM-3018         53        N         1.00         0.056604
6         CACM-3008         54        N         1.00         0.055556
6         CACM-2836         55        N         1.00         0.054545
6         CACM-2834         56        N         1.00         0.053571
6         CACM-2804         57        N         1.00         0.052632
6         CACM-2772         58        N         1.00         0.051724
6         CACM-2712         59        N         1.00         0.050847
6         CACM-2666         60        N         1.00         0.050000
6         CACM-2505         61        N         1.00         0.049180
6         CACM-2417         62        N         1.00         0.048387
6         CACM-2202         63        N         1.00         0.047619
6         CACM-2189         64        N         1.00         0.046875
6         CACM-2087         65        N         1.00         0.046154
6         CACM-1948         66        N         1.00         0.045455
6         CACM-1433         67        N         1.00         0.044776
6         CACM-1368         68        N         1.00         0.044118
6         CACM-0888         69        N         1.00         0.043478
6         CACM-0887         70        N         1.00         0.042857
6         CACM-0768         71        N         1.00         0.042254
6         CACM-0767         72        N         1.00         0.041667
6         CACM-0705         73        N         1.00         0.041096
6         CACM-0704         74        N         1.00         0.040541
6         CACM-3188         75        N         1.00         0.040000
6         CACM-2705         76        N         1.00         0.039474
6         CACM-2406         77        N         1.00         0.038961
6         CACM-1001         78        N         1.00         0.038462
6         CACM-0670         79        N         1.00         0.037975
6         CACM-3154         80        N         1.00         0.037500
6         CACM-3033         81        N         1.00         0.037037
6         CACM-3000         82        N         1.00         0.036585
6         CACM-2968         83        N         1.00         0.036145
6         CACM-2936         84        N         1.00         0.035714
6         CACM-2923         85        N         1.00         0.035294
6         CACM-2886         86        N         1.00         0.034884
6         CACM-2810         87        N         1.00         0.034483
6         CACM-2765         88        N         1.00         0.034091
6         CACM-2698         89        N         1.00         0.033708
6         CACM-2622         90        N         1.00         0.033333
6         CACM-2518         91        N         1.00         0.032967
6         CACM-2502         92        N         1.00         0.032609
6         CACM-2399         93        N         1.00         0.032258
6         CACM-2383         94        N         1.00         0.031915
6         CACM-2357         95        N         1.00         0.031579
6         CACM-2319         96        N         1.00         0.031250
6         CACM-2314         97        N         1.00         0.030928
6         CACM-2306         98        N         1.00         0.030612
6         CACM-2297         99        N         1.00         0.030303
6         CACM-2127         100       N         1.00         0.030000


QueryID: 7
P@K = 5: 0.833333
P@K = 20: 0.428571


Precision & Recall Tables

QueryID      DocId          Rank      R/N      Recall      Precision      
--------------------------------------------------------------------------------
7         CACM-3043         1         R         0.04         1.000000
7         CACM-2949         2         N         0.04         0.500000
7         CACM-3128         3         R         0.07         0.666667
7         CACM-2342         4         R         0.11         0.750000
7         CACM-2376         5         R         0.14         0.800000
7         CACM-2865         6         R         0.18         0.833333
7         CACM-2740         7         N         0.18         0.714286
7         CACM-3141         8         R         0.21         0.750000
